title,date_published,news_outlet,authors,text,url
Israel-Lebanon border: The Irish troops watching Israel’s hidden conflict,,BBC,"By Nafiseh Kohnavard, Middle East correspondent","""If you hear an alarm sounding it means you need to run to the nearest bunker,"" says Captain Aódhan McGuinness as we arrive at Camp Shamrock.
He is the tactical operations director for the Irish troops who run this UN peacekeeping base close to the Lebanon-Israel border.
We can hear the buzz of Israeli drones hovering overhead. They sound like hair dryers or electric razors, and are now a constant presence day and night above towns and villages in southern Lebanon.
A loud explosion nearby interrupts Captain McGuinness' safety briefing.
""Ok, today's round has started,"" he says.
The blast is yet another sign of escalating tensions in the area since Hamas launched its unprecedented assault on Israel back in October.
The UN peacekeeping mission, known as Unifil, is responsible for monitoring the Blue Line, the unofficial frontier between Lebanon and Israel.
During the last four decades the area has witnessed on and off clashes between the Lebanese Shia Muslim militant group, Hezbollah, and the Israeli army.
While Hezbollah is labelled a terrorist organisation by the UK, US and others, it is a mainstream political party in Lebanon, leading an alliance which fell just short of a majority in the national parliament in elections last year.
Wearing body armour and helmets we join a group of heavily armed peacekeepers in a convoy of armoured vehicles for a 20-minute drive to another base that is just 500m (1,600ft) from the Blue Line.
With Israeli military installations visible across the frontier, the commander of the outpost, Lieutenant Dylan Cadogan, says they often have to take shelter in bunkers during strikes, sometimes for hours.
""We have seen houses destroyed and we have seen civilians caught in crossfire that needed our help.""
From the base's watchtower he points at a pink house in the distance: ""There was a mother and a child in that building only 400m (1,300ft) from us.
""Their house was shelled, and they had to run here to take refuge and we provided them with medical support and took them to safety.""
The Unifil troops have recovered the bodies of people killed in the fighting but cannot say how many were Hezbollah fighters due to the sensitivity of their mission and the need to remain neutral between the warring parties.
""It is not our job to comment on these, just observe, monitor and report what we see to our headquarters,"" Lieutenant Cadogan says.
Since Israel launched its offensive on Gaza following Hamas's attack on 7 October, Hezbollah has regularly carried out rocket and drone attacks from southern Lebanon, some aimed at military targets, others fired more indiscriminately into northern Israel.
Israeli forces have retaliated with heavy air strikes and artillery fire.
Due to the fighting 60,000 people have been displaced from the border area on the Lebanese side, while thousands of Israelis have been evacuated from northern Israel.
Monitoring groups say that in the first week following Hamas's attack in October there were around 70 reported incidents near the Blue Line, and by mid-November it had risen to about 250 attacks a week.
The peacekeeping force was first deployed in 1978 after Israel invaded southern Lebanon in response to cross border attacks from there by the Palestine Liberation Organisation (PLO).
Since then, more than 300 peacekeepers have been killed, 48 of them Irish, something which is on the minds of the troops' families.
Captain Tony Smith, 27, on his second deployment, regularly reassures his relatives back home in Wexford, in south east Ireland.
""Of course my mother wants me to go home now, which eventually I will, but she knows why we are here and despite her concerns she supports that.""
Approaching the nearby town of Tebnine, posters of Hezbollah leader Sheikh Hassan Nasrallah and fallen Hezbollah fighters line the road.
It's 10km (6.2 miles) from the Blue Line and has been heavily damaged in previous conflicts.
Like most of the towns and villages in southern Lebanon, Hezbollah is very influential here and controls security in the area.
One of the local residents, 57-year-old Ali Saad, says he grew up with the Irish Unifil soldiers.
Speaking with a distinctive Irish accent, Ali says one peacekeeper helped teach him English when he was a young boy.
That soldier was one of three generations of the same Irish family to serve with Unifil. His father also served several decades ago, and his son is currently stationed in Lebanon.
Ali credits the Irish troops with helping to save his life when they picked him up from school and took him to one of their bunkers during an air strike.
In the years since, he has worked as a translator for Unifil and a group of Irish soldiers even attended his wedding to his wife, Bassima, who also helps the peacekeepers with language services.
But while Ali values the troops' presence, he is sad that the conflict they are there to monitor has dragged on so long.
""To be honest we never thought this mission would last for over 44 years,"" he says.
For Bassima the current fighting has brought back painful memories of earlier conflicts, like the Israel-Hezbollah war in 2006.
""I was putting my younger son inside an empty washing machine because I was hoping that it could project him,"" she says.
""Now, we keep hearing all these sounds of explosions and I just can't take it.""
She believes that growing up surrounded by conflict has affected her son, who is now 23. He still gets nervous when Unifil helicopters fly overhead.
""We can't go back to where we were,"" she adds. ""We are wasting our life from one conflict to another, I just cannot go through another war.""
Back at the base, Unifil commander Lieutenant Colonel Cathal Keohane is concerned that the level of violence in the area has been increasing.
""We have seen an expansion and more attacks deeper inside to Lebanon, we have seen a wider range of weapons being used,"" he says, worrying that the situation could escalate.
""Whether it arises deliberately from one side, or some inadvertent circumstances precipitate the outbreak of all-out war, that is a serious concern for us.""
He hopes that the ceasefire in Gaza will lead to an easing of tensions around the Blue Line, but says it could take displaced people some time to return to their homes, even if the cross border fire ends.
",https://www.bbc.com/news/world-middle-east-67508534
'I was thrown back into the nightmare' - father of Irish-Israeli hostage,,BBC,,"The father of an Irish-Israeli girl thought to be dead after Hamas attacked Israel has said he's been ""thrown back into the nightmare"" after being told his daughter Emily may still be alive.
Tom Hand was initially informed that Emily was among a group of people killed by Hamas on 7 October in an attack on Kibbutz Be'eri, about three miles from Gaza.
It's now believed that the nine-year-old could be a hostage of Hamas in Gaza.
Copyright 2023 BBC. All rights reserved.TheBBCisnot responsible for the content of external sites.Read about our approach to external linking.
Beta TermsBy using the Beta Site, you agree that such use is at your own risk and you know that the Beta Site may include known or unknown bugs or errors, that we have no obligation to make this Beta Site available with or without charge for any period of time, nor to make it available at all, and that nothing in these Beta Terms or your use of the Beta Site creates any employment relationship between you and us. The Beta Site is provided on an “as is” and “as available” basis and we make no warranty to you of any kind, express or implied.
In case of conflict between these Beta Terms and the BBC Terms of Use these Beta Terms shall prevail.
",https://www.bbc.com/news/world-middle-east-67475315
A very frightening day for Israelis and Palestinians,,BBC,,"Israel says Palestinian militants in Gaza have fired more than 460 rockets at it, and that its military has hit more than 130 militant targets in Gaza, in the heaviest fighting in nine months.
Six people were killed and 45 injured in Gaza, local medics say.
In Israel, several people were hurt rushing to shelters. Most rockets were intercepted or fell in open areas.
It comes a day after 15 Palestinians were killed in Israeli strikes on Gaza, including three Islamic Jihad leaders.
The BBC's Middle East correspondent Yolande Knell reflects on a very frightening day for Israelis and Palestinians.
Copyright 2023 BBC. All rights reserved.TheBBCisnot responsible for the content of external sites.Read about our approach to external linking.
Beta TermsBy using the Beta Site, you agree that such use is at your own risk and you know that the Beta Site may include known or unknown bugs or errors, that we have no obligation to make this Beta Site available with or without charge for any period of time, nor to make it available at all, and that nothing in these Beta Terms or your use of the Beta Site creates any employment relationship between you and us. The Beta Site is provided on an “as is” and “as available” basis and we make no warranty to you of any kind, express or implied.
In case of conflict between these Beta Terms and the BBC Terms of Use these Beta Terms shall prevail.
",https://www.bbc.com/news/world-middle-east-65552528
"The world is losing its humanity, UNRWA chief says",,BBC,By Jeremy Bowen in Jerusalem and Toby Luckhurst in London,"The Middle East is on the ""edge of an abyss"" as a result of the war between Israel and Hamas, UN agency chief Philippe Lazzarini has told the BBC.
The commissioner-general of UN relief agency UNRWA said violence could spill over across the region.
And he warned about the dire situation for civilians inside Gaza, calling again for humanitarian aid corridors into the territory.
Mr Lazzarini said he fears ""the world is now losing its humanity"".
In an exclusive interview with the BBC, Mr Lazzarini reiterated calls for humanitarian aid corridors, saying help ""needs to be uninterrupted... predictable [and] meaningful"" to help the people of Gaza.
Speaking in Jerusalem, the head of UNRWA condemned Hamas's attack on Israel, calling it a ""horrific and barbaric massacre"" that had created a ""national trauma, a collective trauma in Israel"".
""But this event still does not justify that the war is conducted without any restraint,"" he said. ""And I do not believe that killing even more civilians is in the interest of the future security and peace here in the region.""
Asked if Israelis were respecting international humanitarian law, Mr Lazzarini said: ""Listen, we are now in a situation where there is a total siege being imposed in the Gaza Strip.
""We are in a situation where more than a million people have been asked to be displaced. So this amounts to collective punishment, and collective punishment is a violation of international humanitarian law.""
He added: ""We call to the Israelis and to anyone relevant in this conflict to respect international humanitarian law. There is no exception for anyone.""
Speaking about the growing humanitarian crisis in Gaza, Mr Lazzarini said 2.2 million Palestinians, half of whom have been displaced, are ""basically lacking everything"".
""There is no water. You have four toilets for 4,000 people. They are living on the floor,"" he said. ""We are on the brink.""
""If there is no water anymore in the Gaza Strip, things will accelerate. And the disaster which is already unfolding under our eyes, will become even worse,"" Mr Lazzarini said.
The UN has previously warned of a ""humanitarian catastrophe"" unless aid can get into Gaza.
Mr Lazzarini said that before Hamas's attack on 7 October, around 500 trucks a day would carry aid, fuel and other goods into the Strip.
Now, he said, it is unclear how much aid they need to send or what they will even be allowed to take in - but estimated the agency would need ""at least 100 trucks a day"" for Gazans.
On Wednesday,Israeli Prime Minister Benjamin Netanyahu confirmedthat his country would ""not thwart"" supplies going from Egypt to the civilian population in southern Gaza.
However, no aid has yet has crossed into the territory via the Rafah crossing from Egypt.
World Health Organization director general Tedros Adhanom Ghebreyesus told reporters on Thursday: ""Our trucks are loaded and ready to go."" He said supplies would be delivered as soon as the Rafah crossing opened - ""hopefully tomorrow"", he added.
Mr Lazzarini ended by saying that Palestinians are now feeling ""a deep sense and feeling of abandonment from the international community"" amid the ongoing violence.
""They feel completely empty. They all have families member who have been killed on a daily basis. They hear about the relatives. And at the same time, they have to care of their own survival.""
""But the feeling of abandonment should not be underestimated.""
",https://www.bbc.com/news/world-middle-east-67156865
Six Palestinians killed in Israeli military raid in Jenin,2023-06-20,BBC,By Tom Bateman,"Six Palestinians, including a 15-year-old boy, have been killed by Israeli forces during a raid into Jenin refugee camp, Palestinian health officials say.
An Israeli helicopter fired missiles after Palestinian militants targeted troop carriers with explosives.
It marks a sharp escalation of fighting as frequent raids in the city in the occupied West Bank continue.
The Israeli army said it had to mount a ""logistical operation under fire"" to remove several stranded vehicles.
Seven Israeli soldiers and border police officers were wounded, three of them ""moderately"", according to the army.
It is the first time in years - possibly since the height of the second Palestinian Intifada, or uprising, two decades ago - that the Israeli military has used attack helicopters in the West Bank. The helicopter reportedly fired at militants on the ground while Israeli forces tried to extract soldiers.
One resident told local media: ""We are unable to leave the house, it's a real war here. Apache helicopters are flying over our heads.""
""The helicopter bombed a field in our neighbourhood. Some people were injured and a water pipe was damaged, causing water outages in large parts of Jenin camp.""
The Palestinian Authority described the raid as ""Israeli aggression on Jenin [which] is a serious, dangerous escalation and must stop immediately"".
Over the past 18 months, Israel has intensified its military search, arrest and home demolition raids into Palestinian cities in the occupied West Bank, amid a sharp rise in Palestinian attacks targeting Israelis - with casualty rates on both sides reaching levels not seen in many years.
Since the start of this year, at least 162 Palestinians have been killed in the West Bank and Gaza Strip, while 21 Israelis have been killed.
Before dawn on Monday, undercover Israeli troops entered a neighbourhood on the edge of Jenin's packed urban refugee camp, targeting the family home of a militant jailed by Israel, eyewitnesses said.
""I looked out the window and saw masked soldiers storming the house of our neighbour, Assem Abu al-Haija. After about a quarter of an hour, I heard several explosions and heavy gunfire,"" Somaya Abu Samaan told Palestine TV.
The Israel Defense Forces (IDF) described a ""massive exchange of fire"" between its forces and Palestinian gunmen.
Videos showed an explosion hitting armoured troop transport as shots rang out.
An Israeli military spokesman said a Panther troop carrier was hit by an ""unusual and dramatic"" improvised explosive device (IED), after which an Israeli Apache helicopter fired on an open area to repel the gunmen as forces extracted soldiers from the troop transport.
""We don't know the nature of the IED, it was pretty intense,"" Lt Col Richard Hecht said.
He said the IDF were now bringing in heavy machinery to try to extract the vehicles, while exchanges of fire with militants continued. He added that soldiers who were previously inside the carrier had been moved to other protected vehicles.
The Palestinian health ministry said five men and a 15-year-old boy, whom it named as Ahmed Yousef Saqr, were killed during the raid. The fifth man died of his wounds on Tuesday morning.
The ministry added that more than 90 Palestinians were wounded, including a 15-year-old girl who local reports said was hit by a bullet which came through the wall of her home.
A Palestinian photojournalist covering the raid, Hazem Imad Nasser, was also among those wounded. Palestinian medics said he underwent surgery after being shot in his side.
The Palestine Red Crescent Society, meanwhile, accused the Israeli army of stopping medical teams reaching casualties.
The society's director in Jenin, Dr Mahmoud al-Saadi, told the BBC: ""We are working in very difficult conditions. The occupation [Israeli] forces impeded the movement of ambulances and prevented medical staff from performing their duties.""
The raid is a further sign that US-led attempts to de-escalate tensions in the West Bank are failing.
Officials had hoped to reduce the intensity of Israeli military raids and impel the Palestinian Authority to regain its grip in the cities of Jenin and Nablus, where they have lost control to a new generation of militants.
Hussein al-Sheikh, the Palestinian Authority's civil affairs minister, said a ""fierce and open war is being waged against the Palestinian people... by the occupation forces"".
He called for the Palestinian leadership to take ""unprecedented decisions"" without elaborating.
Israel's use of aircraft would ""push our fighters to use tools that will surprise the enemy"", an official with the Palestinian militant group Islamic Jihad said. It claimed two of the dead men as members.
Israeli Defence Minister Yoav Gallant said: ""We will use all the tools at our disposal and strike terrorists wherever they may be. Terrorists will not find a safe haven - not in Jenin, not in Nablus, and not in Gaza.""
In a separate development, the United States said it was ""deeply troubled"" by new Israeli plans to expand Israeli settlements in the occupied West Bank and make changes that will see a hard-line pro-settler minister, Bezalel Smotrich, take authority over future planning there.
Mr Smotrich heads a far-right, religious ultranationalist bloc that has espoused racist, anti-Palestinian policies.
A senior Israeli official played down the move, saying it was part of measures to cut ""unnecessary administrative red tape in the construction authorisation process"".
The US state department said Israel's actions violated previous commitments it had made to the Biden administration, while Palestinian leaders condemned the new steps and called on the international community to intervene.
Settlements are seen as illegal under international law, but Israel disputes that.
",https://www.bbc.com/news/world-middle-east-65949618
Hamas blindsides Israel with most serious attack in a generation - Jeremy Bowen,2023-10-07,BBC,By Jeremy Bowen,"Israel was taken by surprise by the most ambitious operation Hamas has ever launched from Gaza.
The scale of what's been happening is unprecedented. Hamas breached the wire that separates Gaza from Israel in multiple places in the most serious cross-border attack Israel has faced in more than a generation.
It came a day after the 50th anniversary of the surprise attack by Egypt and Syria in 1973 that started a major Middle East war. The significance of the date will not have been lost on the Hamas leadership.
Israel's Prime Minister Benjamin Netanyahu says his country is at war and will exact a heavy price from its enemies.
Videos and photos of dead Israelis, civilians as well as soldiers, are all over social media.
Other videos of armed men from Hamas hauling soldiers and civilians into captivity in Gaza have enraged and alarmed Israelis.
Within hours Israel was responding with air strikes into Gaza, killing many Palestinians. Its generals will be planning a ground operation next.
The presence of Israeli hostages there means it will be even more complicated than previous incursions.
For months, it has been clear that there was a deepening risk of an explosion between Palestinian armed groups and Israel. How and where it happened was a total surprise, outside the armed wing of Hamas.
Israelis and Palestinians have been focusing on the West Bank, the territory between Jerusalem and the Jordanian border that Israel has occupied since 1967, where there has been almost continuous confrontation and violence throughout the year.
Armed Palestinians, especially those operating out of the West Bank towns of Jenin and Nablus, have attacked Israeli soldiers and Jewish settlers.
The Israeli army has mounted dozens of raids. Armed settlers have taken the law into their own hands, with reprisals against Palestinian villages.
Extreme religious nationalists inside Israel's right-wing government have repeated their claim that the occupied territories, in their entirety, are Jewish land.
No one expected Hamas to conceive and meticulously plan such a complex and coordinated operation out of Gaza.
Recriminations have already started in Israel about the failure of its intelligence services to see what was coming. Israelis expect that an extensive network of informers, agents and high-tech surveillance will do its job.
In the end, Israeli intelligence was blindsided by the Hamas operation, which came when Israelis were relaxing or praying during the weekend of a religious holiday.
Hamas has said it acted because of threats to Jerusalem's mosques. During the last week, some Jews have prayed inside the Aqsa Mosque compound, the third holiest place for Muslims after Mecca and Medina in Saudi Arabia.
The same precinct is also venerated by Jews, as it was the site of the biblical Jewish temple. Prayer by religious Jews on what they call the Temple Mount might not sound like much, but it is prohibited by Israel as Palestinians consider it highly provocative.
Even so, by the standards of Jerusalem, always a tinderbox of national and religious conflict, it was not exceptionally tense.
The complexity of the Hamas operation shows that it had been planned over months. It was not a hasty response to events in Jerusalem in the last week or so.
The reasons why Hamas and Israel are once again at war run much deeper. The conflict between Israelis and Palestinians has been heating up even when it is far from the headlines of international news organisations.
Even so, it has been largely ignored by countries that still officially call for peace via a two-state solution, shorthand for an independent Palestine alongside Israel. For a while, during the Oslo peace process of the 1990s, the prospect of two states was a real hope. Now it is an empty slogan.
The Palestinian-Israeli conflict has not been a priority for President Joe Biden's administration in Washington DC. It has been trying to find a way to offer security guarantees to Saudi Arabia in return for a rapprochement with Israel.
The last American attempt to relaunch a peace process failed a decade ago, during the administration of President Barack Obama.
At the heart of the trouble is the intractable and unresolved century-long conflict between Arabs and Jews for control of the land between the Mediterranean Sea and the river Jordan. These rapidly-escalating events prove once again that the conflict cannot simply be managed. When it is left to fester, violence and bloodshed are guaranteed.
",https://www.bbc.com/news/world-middle-east-67041679
Palestinian activist Ahed Tamimi freed by Israel,,BBC,By Sam Hancock &  Lou Newton,"Activist Ahed Tamimi was one of 30 Palestinian prisoners released by Israel on Wednesday, as part of the truce deal with Hamas.
Israel's prison service said a mixture of men and women had been freed ""from a number of [its] facilities"".
Ms Tamimi, 22, was arrested earlier this month over an Instagram post, which her family say she did not write.
As of Wednesday night, 102 hostages have been freed, while 210 Palestinian prisoners have been released.
Images showed Ms Tamimi, who had been held in Damon Prison, near the Israeli city of Haifa, returned to the West Bank late on Wednesday.
The prominent activist was pictured having an emotional reunion with her mother.
Other prisoners, whose names have not yet been shared, were also seen reuniting with family members.
The social media post Ms Tamimi was detained over is no longer visible online, nor is the account it came from, which carried her name and photo.
Israeli media reported that she had threatened to ""slaughter"" Jewish settlers, but her mother said the account did not belong to her daughter.
""There are dozens of [online] pages in Ahed's name with her photo, with which she has no connection,"" she told AFP news agency at the time of her arrest.
Israel's military told AFP she was arrested on suspicion of ""inciting violence and terrorist activities"".
As a teenager, Ms Tamimi became a symbol of resistance to Israel's occupation of the West Bank.
When she was 14 years old she was photographed biting an Israeli soldier who was trying to detain her younger brother.
Two years later, she wasfilmed slapping and kicking an Israeli soldierin an altercation outside her home and was subsequently arrested and sentenced to eight months in prison.
Her father, Bassem Tamimi, is an activist who used to regularly organise protests against the Israeli occupation and has been repeatedly jailed.
Ms Tamimi is one of hundreds of Palestinians who have been arrested in the West Bank since 7 October, when Hamas gunmen from Gaza attacked southern Israel.
Israel says the arrests have been made to limit violence during a time when unrest has surged in the West Bank.
On Thursday,three Israelis were killedwhen two Hamas gunmen opened fire at a crowded bus stop in West Jerusalem during morning rush hour.
The two attackers had come from occupied East Jerusalem.
Sixteen Israelis were injured and the attackers were killed by police and an armed civilian.
Earlier on Wednesday,two Palestinian boys, aged eight and 14,were shot and killed during a raid by the Israeli army in the West Bank city of Jenin.
The Israeli military said explosive devices were thrown at its soldiers and that they responded with live fire.
",https://www.bbc.com/news/world-middle-east-67574546
Man scales Sheffield town hall to remove Israeli flag,,BBC,,"Protesters replaced an Israeli flag flying above Sheffield Town Hall with a Palestinian flag, after scaling the building during a demonstration.
Footage shared on social media showed a man climbing across the roof to remove the banner before throwing it to a crowd of people below.
In a statement South Yorkshire Police said it believed two men had scaled the building on Tuesday evening.
No arrests had been made, the force said, with inquiries ""ongoing"".
Copyright 2023 BBC. All rights reserved.TheBBCisnot responsible for the content of external sites.Read about our approach to external linking.
Beta TermsBy using the Beta Site, you agree that such use is at your own risk and you know that the Beta Site may include known or unknown bugs or errors, that we have no obligation to make this Beta Site available with or without charge for any period of time, nor to make it available at all, and that nothing in these Beta Terms or your use of the Beta Site creates any employment relationship between you and us. The Beta Site is provided on an “as is” and “as available” basis and we make no warranty to you of any kind, express or implied.
In case of conflict between these Beta Terms and the BBC Terms of Use these Beta Terms shall prevail.
",https://www.bbc.com/news/uk-england-south-yorkshire-67076766
Moment after Israeli hostage pushed into car,,BBC,,"Palestinian militants have taken dozens of Israelis captive, both military and civilian, in an unprecedented development.
Some are thought to be being held in some of the small towns near the Gaza Strip, while others have been taken back into Gaza.
Video has emerged showing the moment a woman, believed to be an Israeli hostage, is pushed into a car, which is then driven away.
Copyright 2023 BBC. All rights reserved.TheBBCisnot responsible for the content of external sites.Read about our approach to external linking.
Beta TermsBy using the Beta Site, you agree that such use is at your own risk and you know that the Beta Site may include known or unknown bugs or errors, that we have no obligation to make this Beta Site available with or without charge for any period of time, nor to make it available at all, and that nothing in these Beta Terms or your use of the Beta Site creates any employment relationship between you and us. The Beta Site is provided on an “as is” and “as available” basis and we make no warranty to you of any kind, express or implied.
In case of conflict between these Beta Terms and the BBC Terms of Use these Beta Terms shall prevail.
",https://www.bbc.com/news/world-middle-east-67046258
Palestinian families return to rubble in Jenin refugee camp,,BBC,By Eman Eriqat & Alaa Daraghmeh,"""We had to flee. Or my daughters and I would have been killed,"" Fatina al-Ghoul says, weeping as she looks back at a pile of rubble that was once her home.
A bulldozer has already arrived and is clearing up debris from her street, which has been left in ruins.
She and nine other women, her family and neighbours, fled their homes in Jenin's refugee camp during one of the largest Israeli operations in the occupied West Bank in years.
Fatina's family is one of hundreds now returning to what's left of their homes, decimated by drone strikes and fighting between the Israel Defense Forces (IDF) and armed Palestinians.
The IDF described it as a ""counter-terrorism operation"", saying they were targeting weapons stores and manufacturing facilities belonging to militant groups in the area.
But the Palestinian foreign ministry condemned the operation as ""open war against the people of Jenin"".
Hundreds of Israeli troops backed by drone strikes entered Jenin refugee camp - where almost 24,000 people live in an area of less than half a square kilometre - on Monday morning, triggering intense gun battles with armed Palestinians inside.
Palestinian health officials said 12 Palestinians were killed over the next two days, including four children, and that more than 100 others were injured. The Israeli military said one of its soldiers was killed as its forces started to withdraw on Tuesday night.
""My house has been completely destroyed. Everything is broken and burned. It's all damaged,"" Fatina says.
Several local hospitals also told the BBC that they were struggling to cope with the fallout from the fighting.
Thousands of locals also took to the streets on Wednesday for the funerals of those killed. So far, it has been confirmed to the BBC that eight of the dead were members of the military wings of the main Palestinian factions.
Guns were fired in support of the deceased fighters.
Many residents say they blame the Palestinian Authority (PA), the main governing body of the Palestinians in the West Bank, for not protecting them during the operation.
Videos circulating online showed two PA representatives forced to leave a funeral after being chastised by the crowd.
Residents complained that at the beginning of the operation the PA's security forces simply allowed the Israeli military vehicles to enter the city.
Fatina says she also blames the PA for their lack of action. ""This is our home. We are living in fear, and we are the only ones left to protect it.""
""There are agreements between the PA and Israel. The PA has not broken the agreement and security services have done their job during the military operation according to what it was asked to do by the Palestinian leadership,"" Mayor of Jenin City and PA member Akram Rajoub told the BBC.
One fighter from a Palestinian militant group said that Israeli forces had successful destroyed several of its facilities, including a storage unit containing explosives.
However, the scale of the operation inside a densely populated city and refugee camp was criticised by the UN's human rights chief.
For many residents like Fatina, immediate access to drinking water, food and shelter is now critical.
""Tonight we will sleep on the streets. We can't even sit down inside the house. There is nowhere else to go, for us or any of our neighbours.""
",https://www.bbc.com/news/world-middle-east-66112402
Israel-Gaza: Why this war is different to the others,2023-11-13,BBC,By Jeremy Bowen,"If this Gaza war was like all the others, a ceasefire would probably have been in force by now.
The dead would be buried and Israel would be arguing with the United Nations about how much cement could come into Gaza for rebuilding.
But this war is not like that. It is not just because of the enormity of the killing, first by Hamas on 7 October, mostly of Israeli civilians, followed by Israel's ""mighty vengeance"" as its Prime Minister Benjamin Netanyahu called it, which has mostly killed Palestinian civilians.
This war is different to the others because it comes at a time when the fault lines that divide the Middle East are rumbling. For at least two decades, the most serious rift in the region's fractured geopolitical landscape has been between the friends and allies of Iran, and the friends and allies of the United States.
The core of Iran's network, sometimes called the ""axis of resistance"", is made up of Hezbollah in Lebanon, the Assad regime in Syria, the Houthis in Yemen and assorted Iraqi militias that are armed and trained by Iran. The Iranians have also supported Hamas and Islamic Jihad in Gaza.
Iran is also getting closer to Russia and China. Iran has become a significant part of Russia's war effort in Ukraine. China buys a great deal of Iranian oil.
The longer the war in Gaza goes on, and as Israel kills more Palestinian civilians and destroys tens of thousands of homes, the greater the risk of conflict involving some members of those two camps.
The border between Israel and Lebanon is heating up, slowly and steadily. Neither Israel nor Hezbollah want a full-scale war. But as they trade increasingly heavy punches, the risks of uncontrolled escalation will grow.
The Houthis in Yemen have been launching missiles and drones towards Israel. They have all been brought down, so far, by Israel's air defences or by US Navy warships in the Red Sea.
In Iraq, militias supported by Iran have attacked American bases. The US retaliated at some of their sites in Syria. Again, all sides are trying to limit escalation, but controlling the tempo of military action is always difficult.
On America's side are Israel, the Gulf oil states, Jordan and Egypt. The US continues to give strong support to Israel, even though it is clear that President Joe Biden is uncomfortable about the way Israel is killing so many Palestinian civilians. The US Secretary of State, Antony Blinken, has said publicly that too many Palestinian civilians are being killed.
America's Arab allies have all condemned what Israel is doing and called for a ceasefire. The sight of hundreds of thousands of Palestinians fleeing their homes in northern Gaza and walking down the main road south raises the ghosts of Israel's victory over the Arabs in its independence war in 1948.
More than 700,000 Palestinians fled or were forced from their homes at gunpoint by the Israelis, events referred to by Palestinians as al Nakba - the catastrophe. The descendants of the 1948 refugees include much of the population of the Gaza Strip.
Dangerous talk by some of the extreme Jewish nationalists who are supporting the government of Benjamin Netanyahu about imposing another Nakba on Palestinians is alarming Arab states in America's camp, particularly Jordan and Egypt. One minister in Netanyahu's government even mused about dropping a nuclear bomb on Gaza to deal with Hamas. He was reprimanded but not sacked.
All that can be dismissed as the ravings of the lunatic fringe, but it is being taken seriously in Jordan and Egypt. Not nuclear weapons, of which Israel has a large and undeclared arsenal, but the prospect of hundreds of thousands of Palestinians being forced over their borders.
As for the war itself in Gaza, senior western diplomats from countries that are firm allies of Israel's allies, told the BBC that ending the war, and dealing with the aftermath will be ""difficult and messy"".
One said that ""the only way through will be rebuilding a political horizon for Palestinians"". That was a reference to an independent Palestine alongside Israel, the so called two-state solution, a failed idea that survives only as a slogan.
Reviving it, perhaps in the context of a wider accommodation between Israel and the Arabs, is an ambitious plan, and perhaps the best idea around. But in the current atmosphere of pain, alarm and hatred it will be very difficult to deliver.
It won't happen under the current leaderships of both Palestinians and Israelis.
Prime Minister Netanyahu has not revealed his plan for the day after the fighting ends in Gaza, but he has rejected America's idea of installing a government led by the Palestinian Authority, headed by President Mahmoud Abbas and ejected by Hamas from Gaza in 2007.
The second part of the American plan is for negotiations on a two-state solution, something that Benjamin Netanyahu has opposed throughout his political life.
Not only is Mr Netanyahu against independence for the Palestinians. His survival as prime minister depends on support from Jewish extremists who believe the entire territory between the river Jordan and the Mediterranean was given to the Jewish people by God and should all be inside Israel's borders.
Many Israelis want him out, blaming him for the security and intelligence failures that allowed the attacks of 7 October to happen.
The Palestinian President Abbas is in his late 80s and is discredited in the eyes of potential voters, though he has not subjected himself to the ballot box since 2005. The Palestinian Authority cooperates with Israel on security in the West Bank but cannot protect its own people from armed Jewish settlers.
Leaderships change, eventually. If this terrible war in Gaza doesn't force the Israelis, Palestinians and their powerful friends to try again to make peace, then the only future is more war.
",https://www.bbc.com/news/world-middle-east-67404110
